No,Rank,Gender,Flavor,Juiciness,Tenderness,Umami,Palability,Marbling,Color,Texture,Surface Moisture,Total,Name,2,3,1+,1++
71624,1+,steer,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_071624.jpg,0,0,1,0
71629,1+,steer,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_071629.jpg,0,0,1,0
71632,1+,steer,3.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,QC_cow_segmentation_1+_071632.jpg,0,0,1,0
71650,1+,steer,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_071650.jpg,0,0,1,0
71652,1+,female,3.0,3.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_071652.jpg,0,0,1,0
71654,1+,steer,3.0,3.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_071654.jpg,0,0,1,0
71659,1+,female,3.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_071659.jpg,0,0,1,0
71697,1+,steer,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,QC_cow_segmentation_1+_071697.jpg,0,0,1,0
71721,1+,steer,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,QC_cow_segmentation_1+_071721.jpg,0,0,1,0
71746,1+,female,3.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_1+_071746.jpg,0,0,1,0
71749,1+,steer,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,QC_cow_segmentation_1+_071749.jpg,0,0,1,0
71755,1+,steer,3.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,QC_cow_segmentation_1+_071755.jpg,0,0,1,0
71758,1+,steer,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,QC_cow_segmentation_1+_071758.jpg,0,0,1,0
71761,1+,steer,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_1+_071761.jpg,0,0,1,0
71764,1+,steer,3.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_1+_071764.jpg,0,0,1,0
71773,1+,steer,3.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_1+_071773.jpg,0,0,1,0
71776,1+,steer,4.0,2.0,2.0,3.0,3.0,2.0,4.0,4.0,2.0,2.0,QC_cow_segmentation_1+_071776.jpg,0,0,1,0
71786,1+,steer,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,QC_cow_segmentation_1+_071786.jpg,0,0,1,0
71787,1+,steer,4.0,2.0,2.0,3.0,3.0,2.0,4.0,4.0,2.0,2.0,QC_cow_segmentation_1+_071787.jpg,0,0,1,0
71792,1+,steer,4.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,QC_cow_segmentation_1+_071792.jpg,0,0,1,0
71799,1+,steer,3.0,3.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_071799.jpg,0,0,1,0
71804,1+,steer,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_071804.jpg,0,0,1,0
71820,1+,steer,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_071820.jpg,0,0,1,0
71841,1+,steer,4.0,2.0,2.0,3.0,3.0,2.0,4.0,4.0,2.0,2.0,QC_cow_segmentation_1+_071841.jpg,0,0,1,0
71842,1+,female,4.0,2.0,2.0,3.0,3.0,2.0,4.0,4.0,2.0,2.0,QC_cow_segmentation_1+_071842.jpg,0,0,1,0
71867,1+,female,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_071867.jpg,0,0,1,0
71873,1+,steer,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_071873.jpg,0,0,1,0
71875,1+,steer,3.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,QC_cow_segmentation_1+_071875.jpg,0,0,1,0
71883,1+,steer,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_071883.jpg,0,0,1,0
71886,1+,steer,3.0,3.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_071886.jpg,0,0,1,0
71887,1+,steer,3.0,3.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_071887.jpg,0,0,1,0
71892,1+,steer,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_071892.jpg,0,0,1,0
71894,1+,steer,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,QC_cow_segmentation_1+_071894.jpg,0,0,1,0
71895,1+,steer,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_071895.jpg,0,0,1,0
71907,1+,steer,2.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,QC_cow_segmentation_1+_071907.jpg,0,0,1,0
71917,1+,steer,2.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,QC_cow_segmentation_1+_071917.jpg,0,0,1,0
71927,1+,steer,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,QC_cow_segmentation_1+_071927.jpg,0,0,1,0
71929,1+,steer,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,QC_cow_segmentation_1+_071929.jpg,0,0,1,0
71940,1+,steer,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_071940.jpg,0,0,1,0
71944,1+,steer,4.0,2.0,2.0,3.0,3.0,2.0,4.0,4.0,2.0,2.0,QC_cow_segmentation_1+_071944.jpg,0,0,1,0
71951,1+,steer,4.0,2.0,2.0,3.0,3.0,2.0,4.0,4.0,2.0,2.0,QC_cow_segmentation_1+_071951.jpg,0,0,1,0
71952,1+,steer,4.0,2.0,2.0,3.0,3.0,2.0,4.0,4.0,2.0,2.0,QC_cow_segmentation_1+_071952.jpg,0,0,1,0
71976,1+,steer,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,QC_cow_segmentation_1+_071976.jpg,0,0,1,0
71981,1+,female,4.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,QC_cow_segmentation_1+_071981.jpg,0,0,1,0
71982,1+,female,4.0,2.0,2.0,3.0,3.0,1.0,4.0,4.0,2.0,2.0,QC_cow_segmentation_1+_071982.jpg,0,0,1,0
71997,1+,steer,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,QC_cow_segmentation_1+_071997.jpg,0,0,1,0
72000,1+,steer,4.0,2.0,2.0,3.0,3.0,2.0,4.0,4.0,2.0,2.0,QC_cow_segmentation_1+_072000.jpg,0,0,1,0
72008,1+,steer,4.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,QC_cow_segmentation_1+_072008.jpg,0,0,1,0
72011,1+,steer,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,QC_cow_segmentation_1+_072011.jpg,0,0,1,0
72020,1+,steer,4.0,3.0,3.0,4.0,4.0,2.0,4.0,4.0,3.0,3.0,QC_cow_segmentation_1+_072020.jpg,0,0,1,0
72048,1+,steer,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_1+_072048.jpg,0,0,1,0
72056,1+,steer,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_072056.jpg,0,0,1,0
72061,1+,steer,3.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_1+_072061.jpg,0,0,1,0
72072,1+,steer,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_072072.jpg,0,0,1,0
72073,1+,steer,3.0,4.0,4.0,2.0,2.0,1.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_1+_072073.jpg,0,0,1,0
72077,1+,steer,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_072077.jpg,0,0,1,0
72094,1+,steer,3.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_1+_072094.jpg,0,0,1,0
72096,1+,steer,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_072096.jpg,0,0,1,0
72108,1+,steer,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,QC_cow_segmentation_1+_072108.jpg,0,0,1,0
72120,1+,steer,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_072120.jpg,0,0,1,0
72124,1+,steer,3.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_1+_072124.jpg,0,0,1,0
72136,1+,steer,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_072136.jpg,0,0,1,0
72143,1+,steer,3.0,3.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_072143.jpg,0,0,1,0
72161,1+,steer,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_072161.jpg,0,0,1,0
72181,1+,steer,3.0,5.0,5.0,2.0,2.0,4.0,3.0,3.0,5.0,5.0,QC_cow_segmentation_1+_072181.jpg,0,0,1,0
72182,1+,steer,3.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_1+_072182.jpg,0,0,1,0
72198,1+,steer,3.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_1+_072198.jpg,0,0,1,0
72202,1+,steer,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,QC_cow_segmentation_1+_072202.jpg,0,0,1,0
72241,1+,steer,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,QC_cow_segmentation_1+_072241.jpg,0,0,1,0
72243,1+,steer,2.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,QC_cow_segmentation_1+_072243.jpg,0,0,1,0
72245,1+,female,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_072245.jpg,0,0,1,0
72247,1+,steer,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,QC_cow_segmentation_1+_072247.jpg,0,0,1,0
72250,1+,steer,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_072250.jpg,0,0,1,0
72255,1+,steer,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,QC_cow_segmentation_1+_072255.jpg,0,0,1,0
72273,1+,female,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_072273.jpg,0,0,1,0
72275,1+,steer,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,QC_cow_segmentation_1+_072275.jpg,0,0,1,0
72277,1+,steer,4.0,2.0,2.0,3.0,3.0,2.0,4.0,4.0,2.0,2.0,QC_cow_segmentation_1+_072277.jpg,0,0,1,0
72289,1+,steer,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,QC_cow_segmentation_1+_072289.jpg,0,0,1,0
72327,1+,steer,4.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,QC_cow_segmentation_1+_072327.jpg,0,0,1,0
72334,1+,steer,4.0,2.0,2.0,3.0,3.0,1.0,4.0,4.0,2.0,2.0,QC_cow_segmentation_1+_072334.jpg,0,0,1,0
72337,1+,steer,4.0,2.0,2.0,3.0,3.0,2.0,4.0,4.0,2.0,2.0,QC_cow_segmentation_1+_072337.jpg,0,0,1,0
72339,1+,steer,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,QC_cow_segmentation_1+_072339.jpg,0,0,1,0
72341,1+,steer,4.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,QC_cow_segmentation_1+_072341.jpg,0,0,1,0
72362,1+,steer,3.0,4.0,4.0,2.0,2.0,1.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_1+_072362.jpg,0,0,1,0
72372,1+,female,4.0,3.0,3.0,3.0,3.0,1.0,4.0,4.0,3.0,3.0,QC_cow_segmentation_1+_072372.jpg,0,0,1,0
72382,1+,female,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,QC_cow_segmentation_1+_072382.jpg,0,0,1,0
72423,1+,steer,4.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,QC_cow_segmentation_1+_072423.jpg,0,0,1,0
72466,1+,steer,4.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,QC_cow_segmentation_1+_072466.jpg,0,0,1,0
72472,1+,steer,4.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,QC_cow_segmentation_1+_072472.jpg,0,0,1,0
72473,1+,steer,3.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_1+_072473.jpg,0,0,1,0
72489,1+,steer,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_072489.jpg,0,0,1,0
72490,1+,female,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_072490.jpg,0,0,1,0
72500,1+,steer,4.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,QC_cow_segmentation_1+_072500.jpg,0,0,1,0
72507,1+,steer,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_072507.jpg,0,0,1,0
72520,1+,steer,2.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,QC_cow_segmentation_1+_072520.jpg,0,0,1,0
72527,1+,steer,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_072527.jpg,0,0,1,0
72544,1+,steer,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,QC_cow_segmentation_1+_072544.jpg,0,0,1,0
72561,1+,steer,2.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,QC_cow_segmentation_1+_072561.jpg,0,0,1,0
72562,1+,steer,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,QC_cow_segmentation_1+_072562.jpg,0,0,1,0
72580,1+,steer,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,QC_cow_segmentation_1+_072580.jpg,0,0,1,0
72587,1+,steer,3.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_1+_072587.jpg,0,0,1,0
72611,1+,steer,2.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,QC_cow_segmentation_1+_072611.jpg,0,0,1,0
72620,1+,steer,2.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,QC_cow_segmentation_1+_072620.jpg,0,0,1,0
72622,1+,steer,2.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,QC_cow_segmentation_1+_072622.jpg,0,0,1,0
72629,1+,female,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,QC_cow_segmentation_1+_072629.jpg,0,0,1,0
72648,1+,steer,2.0,3.0,3.0,1.0,1.0,3.0,2.0,2.0,3.0,3.0,QC_cow_segmentation_1+_072648.jpg,0,0,1,0
72651,1+,steer,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_072651.jpg,0,0,1,0
72670,1+,steer,4.0,3.0,3.0,2.0,2.0,1.0,4.0,4.0,3.0,3.0,QC_cow_segmentation_1+_072670.jpg,0,0,1,0
72675,1+,steer,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_072675.jpg,0,0,1,0
72682,1+,steer,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_072682.jpg,0,0,1,0
72699,1+,steer,2.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,QC_cow_segmentation_1+_072699.jpg,0,0,1,0
72704,1+,steer,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,QC_cow_segmentation_1+_072704.jpg,0,0,1,0
72706,1+,steer,2.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,QC_cow_segmentation_1+_072706.jpg,0,0,1,0
72713,1+,steer,2.0,3.0,3.0,1.0,1.0,3.0,2.0,2.0,3.0,3.0,QC_cow_segmentation_1+_072713.jpg,0,0,1,0
72724,1+,steer,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,QC_cow_segmentation_1+_072724.jpg,0,0,1,0
72728,1+,steer,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_072728.jpg,0,0,1,0
72742,1+,steer,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,QC_cow_segmentation_1+_072742.jpg,0,0,1,0
72743,1+,steer,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_072743.jpg,0,0,1,0
72748,1+,steer,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,QC_cow_segmentation_1+_072748.jpg,0,0,1,0
72752,1+,female,2.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,QC_cow_segmentation_1+_072752.jpg,0,0,1,0
72769,1+,female,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,QC_cow_segmentation_1+_072769.jpg,0,0,1,0
72789,1+,steer,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,QC_cow_segmentation_1+_072789.jpg,0,0,1,0
72801,1+,steer,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,QC_cow_segmentation_1+_072801.jpg,0,0,1,0
72823,1+,steer,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,QC_cow_segmentation_1+_072823.jpg,0,0,1,0
72830,1+,steer,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_072830.jpg,0,0,1,0
72833,1+,steer,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,QC_cow_segmentation_1+_072833.jpg,0,0,1,0
72857,1+,steer,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_072857.jpg,0,0,1,0
72860,1+,steer,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_072860.jpg,0,0,1,0
72861,1+,steer,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,QC_cow_segmentation_1+_072861.jpg,0,0,1,0
72862,1+,steer,3.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_1+_072862.jpg,0,0,1,0
72871,1+,female,3.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_1+_072871.jpg,0,0,1,0
72875,1+,steer,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_072875.jpg,0,0,1,0
72882,1+,steer,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_072882.jpg,0,0,1,0
72894,1+,female,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,QC_cow_segmentation_1+_072894.jpg,0,0,1,0
72920,1+,steer,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_072920.jpg,0,0,1,0
72923,1+,steer,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_072923.jpg,0,0,1,0
72924,1+,steer,4.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,QC_cow_segmentation_1+_072924.jpg,0,0,1,0
72942,1+,steer,4.0,2.0,2.0,3.0,3.0,2.0,4.0,4.0,2.0,2.0,QC_cow_segmentation_1+_072942.jpg,0,0,1,0
72957,1+,female,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_072957.jpg,0,0,1,0
72960,1+,steer,2.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,QC_cow_segmentation_1+_072960.jpg,0,0,1,0
72965,1+,steer,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,QC_cow_segmentation_1+_072965.jpg,0,0,1,0
72969,1+,steer,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_1+_072969.jpg,0,0,1,0
72980,1+,steer,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_072980.jpg,0,0,1,0
72981,1+,steer,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,QC_cow_segmentation_1+_072981.jpg,0,0,1,0
72985,1+,steer,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,QC_cow_segmentation_1+_072985.jpg,0,0,1,0
72990,1+,female,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,QC_cow_segmentation_1+_072990.jpg,0,0,1,0
73036,1+,steer,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,QC_cow_segmentation_1+_073036.jpg,0,0,1,0
73043,1+,steer,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_073043.jpg,0,0,1,0
73055,1+,steer,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_073055.jpg,0,0,1,0
73061,1+,steer,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_073061.jpg,0,0,1,0
73065,1+,steer,3.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,QC_cow_segmentation_1+_073065.jpg,0,0,1,0
73073,1+,steer,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,QC_cow_segmentation_1+_073073.jpg,0,0,1,0
73076,1+,steer,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_073076.jpg,0,0,1,0
73083,1+,steer,3.0,4.0,4.0,2.0,2.0,1.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_1+_073083.jpg,0,0,1,0
73096,1+,steer,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_073096.jpg,0,0,1,0
73108,1+,steer,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_073108.jpg,0,0,1,0
73110,1+,steer,3.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,QC_cow_segmentation_1+_073110.jpg,0,0,1,0
73112,1+,steer,2.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,QC_cow_segmentation_1+_073112.jpg,0,0,1,0
73114,1+,steer,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,QC_cow_segmentation_1+_073114.jpg,0,0,1,0
73123,1+,steer,2.0,4.0,4.0,1.0,1.0,4.0,2.0,2.0,4.0,4.0,QC_cow_segmentation_1+_073123.jpg,0,0,1,0
73127,1+,steer,2.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,QC_cow_segmentation_1+_073127.jpg,0,0,1,0
73130,1+,steer,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,QC_cow_segmentation_1+_073130.jpg,0,0,1,0
73139,1+,steer,2.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,QC_cow_segmentation_1+_073139.jpg,0,0,1,0
73143,1+,steer,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_073143.jpg,0,0,1,0
73159,1+,steer,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,QC_cow_segmentation_1+_073159.jpg,0,0,1,0
73203,1+,steer,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_073203.jpg,0,0,1,0
73212,1+,female,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,QC_cow_segmentation_1+_073212.jpg,0,0,1,0
73229,1+,steer,3.0,4.0,4.0,2.0,2.0,4.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_1+_073229.jpg,0,0,1,0
73235,1+,steer,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_073235.jpg,0,0,1,0
73239,1+,steer,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_073239.jpg,0,0,1,0
73241,1+,steer,4.0,2.0,2.0,3.0,3.0,2.0,4.0,4.0,2.0,2.0,QC_cow_segmentation_1+_073241.jpg,0,0,1,0
73245,1+,steer,4.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,QC_cow_segmentation_1+_073245.jpg,0,0,1,0
73253,1+,steer,4.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,QC_cow_segmentation_1+_073253.jpg,0,0,1,0
73277,1+,steer,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_073277.jpg,0,0,1,0
73287,1+,steer,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,QC_cow_segmentation_1+_073287.jpg,0,0,1,0
73296,1+,steer,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_073296.jpg,0,0,1,0
73303,1+,female,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,QC_cow_segmentation_1+_073303.jpg,0,0,1,0
73319,1+,steer,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,QC_cow_segmentation_1+_073319.jpg,0,0,1,0
